name,date,sales ,sales_share,boxoffice_num,num_of_screen,num_of_screenings,rep_nation,nation,distributor,director1,director2,director3,director4,director5,director6,director7,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,director8,director9,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46
말레피센트,2014.5.29,,0.60%,"1,397,526",554,"38,894",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 요아킴 뢰닝,,, 안젤리나 졸리,,,, 엘르 패닝, 미셸 파이퍼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폼페이: 최후의 날,2014.2.20,,0.60%,"1,373,873",561,"43,288",미국,"미국,독일",롯데쇼핑㈜롯데엔터테인먼트, 폴 앤더슨,,, 키트 해링턴,,,, 에밀리 브라우닝, 키퍼 서덜랜드, 캐리 앤 모스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
퓨리,2014.11.20,,0.60%,"1,362,114",590,"37,155",미국,"미국,영국",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 데이비드 에이어,,, 브래드 피트,,,, 로건 레먼, 샤이아 라보프,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
드라큘라: 전설의 시작,2014.10.8,,0.60%,"1,321,751",477,"46,483",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 게리 쇼어,,, 루크 에반스,,,, 도미닉 쿠퍼, 찰스 댄스, 사라 가돈, 잭 맥고원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가디언즈 오브 갤럭시,2014.7.31,,0.70%,"1,311,190",539,"22,417",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 제임스 건,,, 크리스 프랫,,,, 조 샐다나, 데이브 바티스타, 빈 디젤, 브래들리 쿠퍼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
찌라시: 위험한 소문,2014.2.20,,0.50%,"1,221,427",560,"37,426",한국,한국,(주)씨제이이엔엠, 김광식,,, 김강우,,,, 정진영, 고창석, 박성웅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
빅매치,2014.11.27,,0.50%,"1,177,438",627,"38,527",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 최호,,, 이정재,,,, 신하균, 이성민, 보아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
슬로우 비디오,2014.10.2,,0.50%,"1,169,562",618,"40,665",한국,한국,이십세기폭스코리아(주), 김영탁,,, 차태현,,,, 남상미,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방황하는 칼날,2014.4.10,,0.50%,"989,906",594,"38,850",한국,한국,(주)씨제이이엔엠, 이정호,,, 정재영,,,, 이성민,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
로보캅,2014.2.13,,0.40%,"979,509",627,"29,686",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 호세 파딜라,,, 조엘 킨나만,,,, 사무엘 L. 잭슨, 게리 올드만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우리는 형제입니다,2014.10.23,,0.40%,"970,373",566,"41,638",한국,한국,(주)쇼박스, 장진,,, 조진웅,,,, 김성균, 김영애, 윤진이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
애나벨,2014.10.2,,0.40%,"926,027",464,"29,000",미국,미국,워너브러더스 코리아(주),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
헝거게임: 모킹제이,2014.11.20,,0.40%,"854,377",630,"28,796",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 프란시스 로렌스,,, 제니퍼 로렌스,,,, 조쉬 허처슨, 리암 헴스워스, 필립 세이모어 호프만, 줄리안 무어, 우디 해럴슨, 엘리자베스 뱅크스, 도날드 서덜랜드, 제프리 라이트, 스탠리 투치, 윌로우 쉴즈, 샘 클라플린, 지나 말론, 메허샬레하쉬바즈 엘리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월터의 상상은 현실이 된다,2013.12.31,,0.40%,"834,348",373,"22,938",미국,미국,"글뫼 주식회사,이십세기폭스코리아(주)", 벤 스틸러,,, 벤 스틸러,,,, 크리스틴 위그, 숀 펜, 셜리 맥클레인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
카트,2014.11.13,,0.40%,"812,490",544,"28,547",한국,한국,(주)리틀빅픽쳐스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관능의 법칙,2014.2.13,,0.40%,"781,516",591,"30,630",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 권칠인,,, 엄정화,,,, 문소리, 조민수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그랜드 부다페스트 호텔,2014.3.20,,0.40%,"774,699",241,"26,377",미국,"미국,독일","(주)피터팬픽쳐스,이십세기폭스코리아(주)", 웨스 앤더슨,,, 랄프 파인즈,,,, 틸다 스윈튼, 토니 레볼로리, 시얼샤 로넌, 애드리언 브로디, 윌렘 대포,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
리오 2,2014.5.1,,0.30%,"765,961",598,"14,929",미국,미국,이십세기폭스코리아(주), 카를로스 살다나,,, 제시 아이젠버그,,,, 앤 해서웨이, 저메인 클레멘트, 제이미 폭스, 윌.아이.엠, 브루노 마스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"안녕, 헤이즐",2014.8.13,,0.40%,"749,146",326,"17,946",미국,미국,이십세기폭스코리아(주), 조쉬 분,,, 쉐일린 우들리,,,, 안셀 엘고트, 냇 울프, 윌렘 대포,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고질라,2014.5.15,,0.40%,"709,734",610,"25,335",미국,미국,워너브러더스 코리아(주),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
트랜센던스,2014.5.14,,0.30%,"696,436",417,"23,243",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 월리 피스터,,, 조니 뎁,,,, 레베카 홀, 모건 프리먼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상의원,2014.12.24,,0.30%,"676,632",466,"13,809",한국,한국,"(주)쇼박스,(주)와우픽쳐스", 이원석,,, 한석규,,,, 고수, 박신혜, 유연석, 마동석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
플랜맨,2014.1.9,,0.30%,"632,299",458,"20,459",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 성시흡,,, 정재영,,,, 한지민,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우는 남자,2014.6.4,,0.30%,"603,495",508,"22,322",한국,한국,(주)씨제이이엔엠, 이정범,,, 장동건,,,, 김민희,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
타잔 3D,2014.1.9,,0.30%,"597,142",527,"12,994",독일,독일,(주)싸이더스, 라인하드 클루스,,, 켈란 루츠,,,, 스펜서 로크,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
패션왕,2014.11.6,,0.30%,"594,871",523,"25,487",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 오기환,,, 주원,,,, 최진리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황제를 위하여,2014.6.11,,0.30%,"592,435",423,"26,736",한국,한국,유나이티드픽처스(주), 박상준,,, 이민기,,,, 박성웅, 이태임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
더 울프 오브 월스트리트,2014.1.9,,0.30%,"585,082",395,"13,735",미국,미국,주식회사 우리네트웍스, 마틴 스콜세지,,, 레오나르도 디카프리오,,,, 조나 힐, 매튜 맥커너히, 카일 챈들러, 장 뒤자르댕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스텝 업: 올 인,2014.9.3,,0.30%,"564,589",325,"15,372",미국,미국,(주)나이너스엔터테인먼트, 트리시 시에,,, 라이언 구즈먼,,,, 브리아나 에비건, 애덤 G. 세바니, 알리슨 스토너, 이자벨라 미코,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어바웃 타임,2013.12.5,,0.20%,"536,634",282,"12,323",영국,영국,유니버설픽쳐스인터내셔널 코리아(유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
몬스터,2014.3.13,,0.20%,"526,557",527,"25,460",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
눈의 여왕 2: 트롤의 마법거울,2014.12.24,,0.20%,"498,320",479,"6,508",러시아,러시아,씨네그루(주)다우기술, 알렉세이 트시칠린,,, 벨라 손,,,, 샬토 코플리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노예 12년,2014.2.27,,0.20%,"498,043",326,"19,373",미국,"미국,영국","판씨네마(주),(주)프레인글로벌", 스티브 맥퀸,,, 치웨텔 에지오포,,,, 마이클 패스벤더, 베네딕트 컴버배치, 브래드 피트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
또 하나의 약속,2014.2.6,,0.20%,"497,613",192,"14,847",한국,한국,영화사올(주), 김태윤,,, 박철민,,,, 윤유선, 김규리, 박희정, 유세형, 이경영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엔더스 게임,2013.12.31,,0.20%,"487,679",458,"18,384",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 개빈 후드,,, 해리슨 포드,,,, 에이사 버터필드, 벤 킹슬리, 헤일리 스테인펠드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소녀괴담,2014.7.2,,0.20%,"481,696",455,"19,432",한국,한국,(주)리틀빅픽쳐스, 믹키 리델,,, 헤일리 베넷,,,, 제이크 웨버,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조선미녀삼총사,2014.1.29,,0.20%,"480,361",388,"14,031",한국,한국,(주)쇼박스, 박제현,,, 하지원,,,, 강예원, 가인, 고창석, 주상욱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
넛잡: 땅콩 도둑들,2014.1.29,,0.20%,"478,993",382,"10,817",한국,"한국,캐나다,미국",(주)싸이더스, 피터 레페니오티스,,, 윌 아넷,,,, 캐서린 헤이글, 리암 니슨, 브렌든 프레이저,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마담 뺑덕,2014.10.2,,0.20%,"471,172",536,"21,636",한국,한국,(주)씨제이이엔엠, 임필성,,, 정우성,,,, 이솜, 박소영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
썬더와 마법저택,2013.12.24,,0.20%,"444,848",396,"9,501",벨기에,벨기에,(주)씨제이이엔엠, 벤 스타센, 제레미 드그루손,, 제임스 플린,,,, 도미닉 파리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신이 보낸 사람,2014.2.13,,0.20%,"424,258",285,"12,684",한국,한국,"주식회사 마운틴픽쳐스,(주)마인스 엔터테인먼트", 김진무,,, 김인권,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다이버전트,2014.4.16,,0.20%,"424,045",511,"21,396",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 닐 버거,,, 쉐일린 우들리,,,, 테오 제임스, 케이트 윈슬렛, 제이 코트니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주온 : 끝의 시작,2014.7.16,,0.20%,"410,644",394,"15,339",일본,일본,(주)넥스트엔터테인먼트월드(NEW), 오치아이 마사유키,,, 사사키 노조미,,,, 아오야기 쇼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
좋은 친구들,2014.7.10,,0.20%,"407,228",371,"17,831",한국,한국,(주)씨제이이엔엠, 이도윤,,, 지성,,,, 주지훈, 이광수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
닌자터틀,2014.8.28,,0.20%,"400,329",479,"15,188",미국,미국,(주)씨제이이엔엠, 데이브 그린,,, 메간 폭스,,,, 스티븐 아멜, 로라 리니, 윌 아넷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명탐정 코난 : 이차원의 저격수,2014.8.6,,0.20%,"398,606",299,"6,834",일본,일본,(주)씨제이이엔엠, 시즈노 코분,,, 타카야마 미나미,,,, 히다카 노리코,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나의 독재자,2014.10.30,,0.20%,"385,932",654,"24,217",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 이해준,,, 설경구,,,, 박해일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천재 강아지 미스터 피바디,2014.4.24,,0.20%,"385,552",533,"10,520",미국,미국,(주)씨제이이엔엠, 롭 민코프,,, 타이 버렐,,,, 맥스 찰스, 아리엘 윈터, 레슬리 만, 스탠리 투치, 스티븐 토보로스키, 엘리 켐퍼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그녀,2014.5.22,,0.20%,"350,618",168,"9,980",미국,미국,"주식회사 더쿱,유니버설픽쳐스인터내셔널 코리아(유)", 스파이크 존즈,,, 호아킨 피닉스,,,, 에이미 아담스, 루니 마라, 스칼릿 조핸슨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하이힐,2014.6.3,,0.20%,"341,634",385,"16,750",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선 오브 갓,2014.4.10,,0.10%,"329,252",419,"15,313",미국,미국,(주)프레인글로벌, 크리스토퍼 스펜서,,, 디오고 모르가도,,,, 세바스찬 냅, 다윈 쇼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
잭 라이언 : 코드네임 쉐도우,2014.1.16,,0.10%,"327,589",419,"12,908",미국,"미국,러시아",(주)씨제이이엔엠, 케네스 브래너,,, 크리스 파인,,,, 키이라 나이틀리, 케빈 코스트너,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014.1.9,,0.10%,"320,409",406,"8,363",일본,일본,(주)씨제이이엔엠, 유야마 쿠니히코,,, 오오타니 이쿠에,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
숲속으로,2014.12.24,,0.10%,"317,406",356,"7,709",미국,미국,월트디즈니컴퍼니코리아(주), 롭 마샬,,, 메릴 스트립,,,, 조니 뎁, 에밀리 블런트, 제임스 코든, 안나 켄드릭, 크리스 파인, 루시 펀치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
레드카펫,2014.10.23,,0.10%,"316,953",385,"17,696",한국,한국,(주)프레인글로벌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미녀와 야수,2014.6.18,,0.10%,"316,332",387,"15,414",프랑스,프랑스,(주)넥스트엔터테인먼트월드(NEW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비행기 2: 소방구조대,2014.8.13,,0.10%,"311,456",341,"6,562",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 로버츠 개너웨이,,, 데인 쿡,,,, 줄리 보웬, 에드 해리스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프랑켄슈타인: 불멸의 영웅,2014.2.6,,0.10%,"299,205",378,"12,113",미국,"미국,호주",(주)쇼박스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"러브, 로지",2014.12.10,,0.10%,"292,177",379,"11,935",영국,"영국,독일",(주)넥스트엔터테인먼트월드(NEW), 크리스티안 디터,,, 릴리 콜린스,,,, 샘 클라플린,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오큘러스,2014.5.29,,0.10%,"279,488",336,"9,210",미국,미국,씨네그루(주)다우기술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사랑에 대한 모든 것,2014.12.10,,0.10%,"273,336",399,"12,417",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 제임스 마쉬,,, 에디 레드메인,,,, 펠리시티 존스, 해리 로이드, 데이빗 듈리스, 찰리 콕스, 에밀리 왓슨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마야,2014.9.4,,0.10%,"265,388",295,"6,312",독일,"독일,호주",(주)박수엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노벰버 맨,2014.10.16,,0.10%,"252,444",395,"16,197",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 로저 도널드슨,,, 피어스 브로스넌,,,, 올가 쿠릴렌코, 루크 브레이시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
툼스톤,2014.9.18,,0.10%,"242,707",378,"16,226",미국,미국,(주)인벤트스톤, 스콧 프랭크,,, 리암 니슨,,,, 댄 스티븐스, 보이드 홀브룩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창문 넘어 도망친 100세 노인,2014.6.18,,0.10%,"241,196",300,"11,183",스웨덴,스웨덴,(주)영화사 빅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그레이스 오브 모나코,2014.6.18,,0.10%,"237,219",358,"13,079",프랑스,"프랑스,미국,벨기에,이탈리아",(주)쇼박스, 올리비에 다한,,, 니콜 키드먼,,,, 팀 로스, 프랭크 란젤라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
레고 무비,2014.2.6,,0.10%,"236,129",317,"6,703",미국,미국,워너브러더스 코리아(주),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뽀로로 극장판 눈요정 마을 대모험,,,0.10%,"231,875",181,"4,990",한국,한국,, 김현호,,, 이선,,,, 함수정, 홍소영, 이미자, 정미숙, 김환진, 김서영, 문남숙, 온영삼, 손종환,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쓰리데이즈 투 킬,2014.4.3,,0.10%,"229,673",388,"13,766",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 맥지,,, 케빈 코스트너,,,, 엠버 허드, 헤일리 스테인펠드, 코니 닐슨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
저스틴,2013.12.31,,0.10%,"229,577",332,"6,164",스페인,스페인,(주)넥스트엔터테인먼트월드(NEW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
극장판 루팡 3세 VS 명탐정 코난,2014.5.29,,0.10%,"225,842",327,"5,429",일본,일본,(주)씨제이이엔엠, 카메가키 하지메,,, 타카야마 미나미,,,, 쿠리타 칸이치, 스기모토 유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한공주,2014.4.17,,0.10%,"225,065",226,"12,474",한국,한국,CGV아트하우스, 이수진,,, 천우희,,,, 정인선, 김소영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
헤라클레스 : 레전드 비긴즈,2014.4.10,,0.10%,"221,340",390,"14,217",미국,미국,(주)넥스트엔터테인먼트월드(NEW), 레니 할린,,, 켈란 루츠,,,, 가이아 와이즈, 스콧 앳킨스, 록산느 맥키, 리암 게리건,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",2014.10.2,,0.10%,"215,046",363,"6,727",일본,일본,(주)이수C&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕수리 5형제,2014.12.4,,0.10%,"210,777",346,"10,719",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 전형준,,, 윤상현,,,, 송새벽, 이아이, 찬성, 김지민, 이광수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덤 앤 더머 투,2014.11.27,,0.10%,"192,726",343,"8,990",미국,미국,씨네그루(주)다우기술, 바비 패럴리, 피터 패럴리,, 짐 캐리,,,, 제프 다니엘스, 캐서린 터너, 로리 홀든,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
론 서바이버,2014.4.2,,0.10%,"190,611",305,"11,565",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 스티븐 더햄,,, 엘렌 홀맨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
컬러풀 웨딩즈,2014.10.16,,0.10%,"190,384",343,"12,956",프랑스,프랑스,(주)이수C&E, 필립 드 쇼브홍,,, 프레데릭 벨,,,, 엘로디 퐁탕, 크리스티앙 클라비에, 챈털 로비, 아리 아비탄, 메디 사둔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보이후드,2014.10.23,,0.10%,"185,804",219,"7,675",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 리처드 링클레이터,,, 엘라 콜트레인,,,, 에단 호크, 패트리샤 아퀘트, 로렐라이 링크레이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일곱난쟁이,2014.12.24,,0.10%,"184,661",263,"2,847",독일,독일,메가박스중앙(주)플러스엠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명탐정 코난 : 탐정들의 진혼가,2014.2.13,,0.10%,"182,666",294,"5,499",일본,일본,(주)씨제이이엔엠, 야마모토 야스이치로,,, 타카야마 미나미,,,, 야마자키 와카나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하울의 움직이는 성,2004.12.23,,0.10%,"179,708",331,"6,357",일본,일본,"(주)이수C&E,(주)시네마서비스",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라스트베가스,2014.5.8,,0.10%,"177,938",349,"10,796",미국,미국,(주)나이너스엔터테인먼트, 존 터틀타웁,,, 마이클 더글라스,,,, 로버트 드 니로, 모건 프리먼, 케빈 클라인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아빠를 빌려드립니다,2014.11.20,,0.10%,"172,652",326,"8,457",한국,한국,"메가박스중앙(주)플러스엠,(주)레드로버", 김덕수,,, 김상경,,,, 문정희, 최다인, 채정안, 조재윤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,2014.9.4,,0.10%,"168,171",277,"4,040",일본,일본,(주)이수C&E, 야쿠와 신노스케,,, 미즈타 와사비,,,, 오오하라 메구미, 카카즈 유미, 키무라 스바루, 세키 토모카즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호빗: 스마우그의 폐허,2013.12.12,,0.10%,"166,866",172,"4,394",미국,"미국,뉴질랜드",워너브러더스 코리아(주), 피터 잭슨,,, 마틴 프리먼,,,, 이안 맥켈런, 리처드 아미티지, 케이트 블란쳇, 올랜도 블룸, 크리스토퍼 리, 앤디 서키스, 휴고 위빙, 베네딕트 컴버배치, 루크 에반스, 에반젤린 릴리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아메리칸 허슬,2014.2.20,,0.10%,"155,622",245,"6,178",미국,미국,(주)누리픽쳐스, 데이비드 O. 러셀,,, 크리스찬 베일,,,, 에이미 아담스, 브래들리 쿠퍼, 제레미 레너, 제니퍼 로렌스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폴리스 스토리 2014,2014.1.29,,0.10%,"153,591",251,"5,490",중국,중국,유니버설픽쳐스인터내셔널 코리아(유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
익스펜더블 3,2014.8.20,,0.10%,"152,025",320,"8,087",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 패트릭 휴즈,,, 실베스터 스탤론,,,, 제이슨 스타뎀, 안토니오 반데라스, 이연걸, 웨슬리 스나입스, 돌프 룬드그렌, 멜 깁슨, 해리슨 포드, 아놀드 슈왈제네거,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마다가스카의 펭귄,2014.12.31,,0.10%,"148,890",509,"1,497",미국,미국,(주)씨제이이엔엠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
테이큰 3,2015.1.1,,0.10%,"145,627",502,"1,688",미국,미국,이십세기폭스코리아(주), 올리비에 메가턴,,, 리암 니슨,,,, 팜케 얀센, 매기 그레이스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가시,2014.4.10,,0.10%,"142,170",356,"11,622",한국,한국,(주)인벤트스톤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마담 프루스트의 비밀정원,2014.7.24,,0.10%,"141,734",50,"4,246",프랑스,프랑스,찬란, 실뱅 쇼메,,, 귀욤 고익스,,,, 앤 르 니, 베르나데트 라퐁, 헬렌 벤상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맨홀,2014.10.8,,0.10%,"133,663",286,"10,324",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
